nicotinamide nucleotide adenylyltransferase 3^ex_id=deamido-nad+^source=drugbank^keyspace=1	349565	64802
dopamine receptor D1^ex_id=apomorphine^source=drugbank^keyspace=1	1812	1813	1814	1815	1816
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=talbutal^source=drugbank^keyspace=1	2554
cathepsin G^ex_id=bis-napthyl beta-ketophosphonic acid^source=drugbank^keyspace=1	1511
dipeptidylpeptidase 4 (CD26, adenosine deaminase complexing protein 2)^ex_id=diisopropylphosphono group^source=drugbank^keyspace=1	1803	629
anthrax toxin receptor 2^ex_id=acetate ion^source=drugbank^keyspace=1	118429	124583	131	1429	1604	1636	1646	1723	2760	3029	3669	3799	3939	4048	4321	4522	5105	5770	6036	7276	7301	760	84444	847	8644
hydroxysteroid (17-beta) dehydrogenase 1^ex_id=equilin^source=drugbank^keyspace=1	3292
cholinergic receptor, muscarinic 1^ex_id=carbachol^source=drugbank^keyspace=1	1128	1129	1135
isoleucine-tRNA synthetase^ex_id=l-isoleucine^source=drugbank^keyspace=1	3376	36	55699	586	587
estrogen receptor 1^ex_id=estramustine^source=drugbank^keyspace=1	2099	2100	4130	4133	5243
cardiotrophin-like cytokine^ex_id=beta-d-mannose^source=drugbank^keyspace=1	23529	27036	3500
mitochondrially encoded 16S RNA^ex_id=beta-sialic acid^source=drugbank^keyspace=1	4550
tubulin, beta polypeptide^ex_id=colchicine^source=drugbank^keyspace=1	203068	4210	5243	81027
solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4^ex_id=clodronate^source=drugbank^keyspace=1	291	292	293	5770
5-hydroxytryptamine (serotonin) receptor 3A^ex_id=alosetron^source=drugbank^keyspace=1	3359
solute carrier family 18 (vesicular monoamine), member 2^ex_id=reserpine^source=drugbank^keyspace=1	6571
adrenergic, beta-1-, receptor^ex_id=oxprenolol^source=drugbank^keyspace=1	153	154
potassium large conductance calcium-activated channel, subfamily M, alpha member 1^ex_id=cyclothiazide^source=drugbank^keyspace=1	3778	486	759	760	762
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=lorazepam^source=drugbank^keyspace=1	2554	2555	2556	2557	2558	2559	2560	2561	2562	706
cholinergic receptor, muscarinic 1^ex_id=biperiden^source=drugbank^keyspace=1	1128	1135
potassium voltage-gated channel, subfamily H (eag-related), member 2^ex_id=propafenone^source=drugbank^keyspace=1	3757	5243	6331
cholinergic receptor, muscarinic 1^ex_id=desipramine^source=drugbank^keyspace=1	1128	1129	153	154	3269	6530	6532	6609
acetylcholinesterase (YT blood group)^ex_id=ephedrine^source=drugbank^keyspace=1	43
Fc fragment of IgG, high affinity Ia, receptor (CD64)^ex_id=rituximab^source=drugbank^keyspace=1	2209	2212	2213	2214	2215	712	713	714	715	716	931
B-cell CLL/lymphoma 2^ex_id=docetaxel^source=drugbank^keyspace=1	596	81027
carbonic anhydrase II^ex_id=urea^source=drugbank^keyspace=1	760
aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)^ex_id=(5e,13e)-9,15-dihydroxy-11-oxoprosta-5,13-dien-1-oicacid^source=drugbank^keyspace=1	8644
angiotensin I converting enzyme (peptidyl-dipeptidase A) 1^ex_id=enalapril^source=drugbank^keyspace=1	1636	1636
monoamine oxidase B^ex_id=n-propargyl-1(s)-aminoindan^source=drugbank^keyspace=1	4129
protein tyrosine phosphatase, non-receptor type 1^ex_id=2-(carboxymethoxy)-5-[(2s)-2-({(2s)-2-[(3-carboxypropanoyl)amino] -3-phenylpropanoyl}amino)-3-oxo-3-(pentylamino)propyl]benzoic acid^source=drugbank^keyspace=1	5770
Fc fragment of IgG, high affinity Ia, receptor (CD64)^ex_id=methyl aminolevulinate^source=drugbank^keyspace=1	2209	3949
phenylalanine-tRNA synthetase-like, beta subunit^ex_id=l-phenylalanine^source=drugbank^keyspace=1	10056	10667	2193	23428	5053	6898	7054
beta-site APP-cleaving enzyme 1^ex_id=mmi-175^source=drugbank^keyspace=1	23621
adenylate cyclase 1 (brain)^ex_id=adenosine^source=drugbank^keyspace=1	107	140	7124
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=secobarbital^source=drugbank^keyspace=1	2554
cytochrome P450, family 2, subfamily C, polypeptide 9^ex_id=4-hydroxy-3-[(1s)-3-oxo-1-phenylbutyl]-2h-chromen-2-one^source=drugbank^keyspace=1	1559
opioid receptor, mu 1^ex_id=carfentanil^source=drugbank^keyspace=1	4988
farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)^ex_id=zoledronate^source=drugbank^keyspace=1	2224
adrenergic, beta-2-, receptor, surface^ex_id=bambuterol^source=drugbank^keyspace=1	154
acetylcholinesterase (YT blood group)^ex_id=tacrine^source=drugbank^keyspace=1	43
Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)^ex_id=cis-[4,5-bis-(4-bromophenyl)-2-(2-ethoxy-4-methoxyphenyl)-4,5-dihydroimidazol-1-yl]-[4-(2-hydroxyethyl)piperazin-1-yl]methanone^source=drugbank^keyspace=1	4193
albumin^ex_id=suprofen^source=drugbank^keyspace=1	213	5742	5743
annexin A1^ex_id=triamcinolone^source=drugbank^keyspace=1	301	866
3-hydroxy-3-methylglutaryl-Coenzyme A reductase^ex_id=(s)-hmg-coa^source=drugbank^keyspace=1	3156
hydroxysteroid (17-beta) dehydrogenase 1^ex_id=5alpha-androstan-3,17-dione^source=drugbank^keyspace=1	3292
matrix metalloproteinase 8 (neutrophil collagenase)^ex_id=2-hydroxy-5-[4-(2-hydroxy-ethyl)-piperidin-1-yl]-5-phenyl-1h-pyrimidine-4,6-dione^source=drugbank^keyspace=1	4317
prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)^ex_id=acetaminophen^source=drugbank^keyspace=1	5742	5743
histamine receptor H1^ex_id=clemastine^source=drugbank^keyspace=1	3269
adrenergic, alpha-2A-, receptor^ex_id=dipivefrin^source=drugbank^keyspace=1	150
phenylethanolamine N-methyltransferase^ex_id=1,2,3,4-tetrahydro-isoquinoline-7-sulfonic acid amide^source=drugbank^keyspace=1	5409
protein C receptor, endothelial (EPCR)^ex_id=phosphatidylethanolamine^source=drugbank^keyspace=1	10544
sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1^ex_id=mercury diiodide^source=drugbank^keyspace=1	6822
adrenergic, beta-2-, receptor, surface^ex_id=clenbuterol^source=drugbank^keyspace=1	154	7124
aldehyde dehydrogenase 2 family (mitochondrial)^ex_id=disulfiram^source=drugbank^keyspace=1	217	706
lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)^ex_id=lanosterol^source=drugbank^keyspace=1	4047
glycolipid transfer protein^ex_id=sphingosine^source=drugbank^keyspace=1	51228
topoisomerase (DNA) II alpha 170kDa^ex_id=mitoxantrone^source=drugbank^keyspace=1	7153	9429
steroid sulfatase (microsomal), arylsulfatase C, isozyme S^ex_id=2-amino-3-oxo-4-sulfo-butyric acid^source=drugbank^keyspace=1	412
benzodiazapine receptor (peripheral)^ex_id=clotiazepam^source=drugbank^keyspace=1	706
lipoprotein lipase^ex_id=clofibrate^source=drugbank^keyspace=1	4023	5465
dopamine receptor D2^ex_id=mesoridazine^source=drugbank^keyspace=1	1813	3356
annexin A1^ex_id=beclomethasone^source=drugbank^keyspace=1	301	866
albumin^ex_id=liothyronine^source=drugbank^keyspace=1	213	6906	7067	7068	7068	7276
alanine-glyoxylate aminotransferase (oxalosis I; hyperoxaluria I; glycolicaciduria; serine-pyruvate aminotransferase)^ex_id=cilazapril^source=drugbank^keyspace=1	189
protein tyrosine phosphatase, non-receptor type 1^ex_id=[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid^source=drugbank^keyspace=1	5770
nicotinamide nucleotide adenylyltransferase 3^ex_id=alpha,beta-methyleneadenosine-5'-triphosphate^source=drugbank^keyspace=1	349565
epoxide hydrolase 2, cytoplasmic^ex_id=tamoxifen^source=drugbank^keyspace=1	2053	2099	2100	5243
peptidoglycan recognition protein 3^ex_id=cysteine sulfenic acid^source=drugbank^keyspace=1	114771	1787	2938	5770	994
albumin^ex_id=sodium lauryl sulfate^source=drugbank^keyspace=1	213
chloride channel 2^ex_id=lubiprostone^source=drugbank^keyspace=1	1181
aminolevulinate, delta-, dehydratase^ex_id=3-(2-aminoethyl)-4-(aminomethyl)heptanedioic acid^source=drugbank^keyspace=1	210
adrenergic, alpha-1B-, receptor^ex_id=modafinil^source=drugbank^keyspace=1	147	6531
acetylcholinesterase (YT blood group)^ex_id=edrophonium^source=drugbank^keyspace=1	43
growth hormone receptor^ex_id=pegvisomant^source=drugbank^keyspace=1	2690	5618
cholinergic receptor, nicotinic, alpha polypeptide 4^ex_id=varenicline^source=drugbank^keyspace=1	1137	1139
3-phosphoinositide dependent protein kinase-1^ex_id=7-hydroxystaurosporine^source=drugbank^keyspace=1	5170
dopamine receptor D2^ex_id=tranylcypromine^source=drugbank^keyspace=1	1813	3356	4128	4129
sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)^ex_id=indecainide^source=drugbank^keyspace=1	6331
transthyretin (prealbumin, amyloidosis type I)^ex_id=3',5'-dinitro-n-acetyl-l-thyronine^source=drugbank^keyspace=1	7276
potassium large conductance calcium-activated channel, subfamily M, alpha member 1^ex_id=benzthiazide^source=drugbank^keyspace=1	3778	6559	759	760	762
DNA (cytosine-5-)-methyltransferase 1^ex_id=ifosfamide^source=drugbank^keyspace=1	1786
epoxide hydrolase 2, cytoplasmic^ex_id=n-cyclohexyl-n'-(4-iodophenyl)urea^source=drugbank^keyspace=1	2053
protein phosphatase 1, catalytic subunit, gamma isoform^ex_id=calyculin a^source=drugbank^keyspace=1	5501
adrenergic, beta-2-, receptor, surface^ex_id=bitolterol^source=drugbank^keyspace=1	154
cytochrome P450, family 2, subfamily R, polypeptide 1^ex_id=cholecalciferol^source=drugbank^keyspace=1	120227	1593	2638
4-aminobutyrate aminotransferase^ex_id=divalproex sodium^source=drugbank^keyspace=1	18
glutamate receptor, ionotropic, N-methyl-D-aspartate 3A^ex_id=riluzole^source=drugbank^keyspace=1	116443	6331
carbonic anhydrase II^ex_id=dansylamide^source=drugbank^keyspace=1	760
potassium inwardly-rectifying channel, subfamily J, member 1^ex_id=acetohexamide^source=drugbank^keyspace=1	3758
ATP-binding cassette, sub-family B (MDR/TAP), member 1^ex_id=roxithromycin^source=drugbank^keyspace=1	5243
colony stimulating factor 3 receptor (granulocyte)^ex_id=filgrastim^source=drugbank^keyspace=1	1441
monoamine oxidase A^ex_id=moclobemide^source=drugbank^keyspace=1	4128
phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase^ex_id=10-cf3c(oh)2-ddacthf^source=drugbank^keyspace=1	2618
estrogen receptor 1^ex_id=fluoxymesterone^source=drugbank^keyspace=1	2099	367	5618	6462
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=methyprylon^source=drugbank^keyspace=1	2554
pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)^ex_id=ethanesulfonic acid^source=drugbank^keyspace=1	5473
cytochrome P450, family 2, subfamily A, polypeptide 6^ex_id=2h-1-benzopyran-2-one^source=drugbank^keyspace=1	1548
cholinergic receptor, muscarinic 1^ex_id=diphenidol^source=drugbank^keyspace=1	1128	1129	1131
interferon (alpha, beta and omega) receptor 1^ex_id=peginterferon alfa-2a^source=drugbank^keyspace=1	3454	3455
solute carrier organic anion transporter family, member 2B1^ex_id=ergoloid mesylate^source=drugbank^keyspace=1	11309	3350
prostaglandin E receptor 1 (subtype EP1), 42kDa^ex_id=carboprost tromethamine^source=drugbank^keyspace=1	5731
albumin^ex_id=stearic acid^source=drugbank^keyspace=1	213	2170
acetylcholinesterase (YT blood group)^ex_id=demecarium bromide^source=drugbank^keyspace=1	43	590
cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)^ex_id=metocurine iodide^source=drugbank^keyspace=1	1135
glucose-6-phosphate dehydrogenase^ex_id=hydroxyacetic acid^source=drugbank^keyspace=1	2539
transient receptor potential cation channel, subfamily V, member 3^ex_id=menthol^source=drugbank^keyspace=1	162514	79054	8989
methionyl aminopeptidase 2^ex_id=l-methionine^source=drugbank^keyspace=1	10988	22921	23743	27430	4141	4143	4144	4482	4548	4552	51734	635	92935
hexosaminidase B (beta polypeptide)^ex_id=3ar,5r,6s,7r,7ar-5-hydroxymethyl-2-methyl-5,6,7,7a-tetrahydro-3ah-pyrano[3,2-d]thiazole-6,7-diol^source=drugbank^keyspace=1	3074
opioid receptor, delta 1^ex_id=3-methylfentanyl^source=drugbank^keyspace=1	4985	4986	4988
v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)^ex_id=4-[(4-methyl-1-piperazinyl)methyl]-n-[3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide^source=drugbank^keyspace=1	6714
glycolipid transfer protein^ex_id=n-octane^source=drugbank^keyspace=1	51228
hypoxia-inducible factor 1, alpha subunit inhibitor^ex_id=2-oxyglutaric acid^source=drugbank^keyspace=1	55662
carbonic anhydrase I^ex_id=ethinamate^source=drugbank^keyspace=1	759	760
dihydroorotate dehydrogenase^ex_id=leflunomide^source=drugbank^keyspace=1	1723	240
decapping enzyme, scavenger^ex_id=7n-methyl-8-hydroguanosine-5'-diphosphate^source=drugbank^keyspace=1	28960
cathepsin S^ex_id=morpholine-4-carboxylic acid [1s-(2-benzyloxy-1r-cyano-ethylcarbamoyl)-3-methyl-butyl]amide^source=drugbank^keyspace=1	1520
cytochrome b-5^ex_id=methoxyflurane^source=drugbank^keyspace=1	1528	2554	27032	2741	2890	3736	4535	513
glycogen synthase kinase 3 beta^ex_id=3-[3-(2,3-dihydroxy-propylamino)-phenyl]-4-(5-fluoro-1-methyl-1h-indol-3-yl)-pyrrole-2,5-dione^source=drugbank^keyspace=1	2932
lipocalin 2 (oncogene 24p3)^ex_id=2,3,-dihydroxybenzoylserine^source=drugbank^keyspace=1	3934
opioid receptor, delta 1^ex_id=propoxyphene^source=drugbank^keyspace=1	4985	4986	4988
carbonic anhydrase II^ex_id=al-6619, [2h-thieno[3,2-e]-1,2-thiazine-6-sulfonamide,2-(3-hydroxyphenyl)-3-(4-morpholinyl)-, 1,1-dioxide]^source=drugbank^keyspace=1	760
S-adenosylhomocysteine hydrolase^ex_id=(1'r,2's)-9-(2-hydroxy-3'-keto-cyclopenten-1-yl)adenine^source=drugbank^keyspace=1	191
plasminogen activator, tissue^ex_id=tranexamic acid^source=drugbank^keyspace=1	5327	5340
adrenergic, beta-2-, receptor, surface^ex_id=salmeterol^source=drugbank^keyspace=1	154
integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)^ex_id=1-acetyl-4-(4-{4-[(2-ethoxyphenyl)thio]-3-nitrophenyl}pyridin-2-yl)piperazine^source=drugbank^keyspace=1	3683
dopamine receptor D1^ex_id=methylergonovine^source=drugbank^keyspace=1	1812
glycine receptor, alpha 1 (startle disease/hyperekplexia, stiff man syndrome)^ex_id=d-serine^source=drugbank^keyspace=1	2741
carnitine acetyltransferase^ex_id=(3-carboxy-2-(r)-hydroxy-propyl)-trimethyl-ammonium^source=drugbank^keyspace=1	1384
beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)^ex_id=uridine-5'-diphosphate^source=drugbank^keyspace=1	26229	27087	28
4-aminobutyrate aminotransferase^ex_id=vigabatrin^source=drugbank^keyspace=1	18
calcium channel, voltage-dependent, gamma subunit 1^ex_id=lercanidipine^source=drugbank^keyspace=1	786
glutathione transferase zeta 1 (maleylacetoacetate isomerase)^ex_id=1,4-dithiothreitol^source=drugbank^keyspace=1	2954	3156	8312
coagulation factor X^ex_id=tenecteplase^source=drugbank^keyspace=1	2159	2243	2335	284217	302	3816	3856	3910	3911	3912	3915	4035	5054	5055	5329	7123	811	821
phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)^ex_id=iloprost^source=drugbank^keyspace=1	5141	5327	5732	5739
methylthioadenosine phosphorylase^ex_id=5'-deoxy-5'-(methylthio)-tubercidin^source=drugbank^keyspace=1	4507
glycoprotein hormones, alpha polypeptide^ex_id=alpha-d-mannose^source=drugbank^keyspace=1	1081	1439	1493	1803	1804	2205	2243	27036	2811	2990	3002	3053	30835	3456	3480	3497	350	3500	3570	3593	3934	3949	4179	4550	462	4663	4883	55	563	65078	715	80332	9027	914
Fc fragment of IgG, high affinity Ia, receptor (CD64)^ex_id=palivizumab^source=drugbank^keyspace=1	2209	2212	2213	2214	2215	712	713	714	715
cholinergic receptor, muscarinic 1^ex_id=metixene^source=drugbank^keyspace=1	1128	1129	1131	1132	1133
tryptase beta 2^ex_id=4-piperidin-4-ylbutanal^source=drugbank^keyspace=1	64499
prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)^ex_id=aspirin^source=drugbank^keyspace=1	5742	5743
methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase^ex_id=tetrahydrofolic acid^source=drugbank^keyspace=1	10797	10840	10841	123263	275	4522	4524	4548	471	6470	6472
cytochrome P450, family 19, subfamily A, polypeptide 1^ex_id=anastrozole^source=drugbank^keyspace=1	1588
follicle stimulating hormone receptor^ex_id=choriogonadotropin alfa^source=drugbank^keyspace=1	2492	3973
coagulation factor VII (serum prothrombin conversion accelerator)^ex_id=n-[1-(4-carbamimidoyl-benzylcarbamoyl)-3-methylsulfanyl-propyl]-3-hydroxy-2-propoxyamino-butyramid^source=drugbank^keyspace=1	2155
phospholipase A2, group IIA (platelets, synovial fluid)^ex_id=1-octadecyl-2-acetamido-2-deoxy-sn-glycerol-3-phosphoethylmethyl sulfide^source=drugbank^keyspace=1	5320
sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)^ex_id=mibefradil^source=drugbank^keyspace=1	6331	775	782	8912	8913
cathepsin F^ex_id=4-morpholin-4-yl-piperidine-1-carboxylic acid [1-(3-benzenesulfonyl-1-propyl-allylcarbamoyl)-2-phenylethyl]-amide^source=drugbank^keyspace=1	8722
ATP-binding cassette, sub-family C (CFTR/MRP), member 9^ex_id=adenosine triphosphate^source=drugbank^keyspace=1	10060	10188	107	10939	1244	156	157	19	207	2180	22978	238	25	269	27	291	317	369	439	440	445	5243	5562	55902	6833	84532	8647	90	91	94	9619
3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)^ex_id=3-hydroxyglutaric acid^source=drugbank^keyspace=1	3155
glycolipid transfer protein^ex_id=hexane^source=drugbank^keyspace=1	51228
4-aminobutyrate aminotransferase^ex_id=pyruvic acid^source=drugbank^keyspace=1	18	23539	5091	5162	5313	5315	64902	6566	6567	9120	9121	9122	9123	9194
ATP-binding cassette, sub-family C (CFTR/MRP), member 4^ex_id=cefazolin^source=drugbank^keyspace=1	10257	213	5444
kinase insert domain receptor (a type III receptor tyrosine kinase)^ex_id=n-(4-{4-amino-6-[4-(methyloxy)phenyl]furo[2,3-d]pyrimidin-5-yl}phenyl)-n'-[2-fluoro-5-(trifluoromethyl)phenyl]urea^source=drugbank^keyspace=1	3791
cyclin-dependent kinase 2^ex_id=[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone^source=drugbank^keyspace=1	1017
fibroblast growth factor 13^ex_id=1,4-dideoxy-o2-sulfo-glucuronic acid^source=drugbank^keyspace=1	2258
glutathione S-transferase pi^ex_id=s-hydroxycysteine^source=drugbank^keyspace=1	2950	8435
dopamine receptor D2^ex_id=aripiprazole^source=drugbank^keyspace=1	1813	3350	3356
nuclear receptor subfamily 1, group I, member 2^ex_id=sr12813^source=drugbank^keyspace=1	8856
adrenergic, beta-1-, receptor^ex_id=metoprolol^source=drugbank^keyspace=1	153
GM2 ganglioside activator^ex_id=lpc-ether^source=drugbank^keyspace=1	2760
farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)^ex_id=alendronate^source=drugbank^keyspace=1	2224	5775
plasminogen activator, tissue^ex_id=6-amino hexanoic acid^source=drugbank^keyspace=1	5327
phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)^ex_id=cp403700, (s)-1-{2-[(5-chloro-1h-indole-2-carbonyl)-amino]-3-phenyl-propionyl}-azetidine-3-carboxylate^source=drugbank^keyspace=1	5836
fragile histidine triad gene^ex_id=ado-p-ch2-p-ps-ado^source=drugbank^keyspace=1	2272
collagen, type XIII, alpha 1^ex_id=atorvastatin^source=drugbank^keyspace=1	1305	140913	1576	189	3156	338	387	4175	4176	5054	5444	5465	5468	6347	7124	7422	959
serine (or cysteine) proteinase inhibitor, clade D (heparin cofactor), member 1^ex_id=ardeparin^source=drugbank^keyspace=1	3053
estrogen receptor 1^ex_id=fulvestrant^source=drugbank^keyspace=1	2099
albumin^ex_id=dantrolene^source=drugbank^keyspace=1	213	6261
membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)^ex_id=[2(r,s)-2-sulfanylheptanoyl]-phe-ala^source=drugbank^keyspace=1	4311
fibroblast growth factor 1 (acidic)^ex_id=naphthalene trisulfonate^source=drugbank^keyspace=1	2246
acetylcholinesterase (YT blood group)^ex_id=physostigmine^source=drugbank^keyspace=1	43
vitamin K epoxide reductase complex, subunit 1-like 1^ex_id=warfarin^source=drugbank^keyspace=1	154807	2147	79001
alcohol dehydrogenase 5 (class III), chi polypeptide^ex_id=s-hydroxymethyl glutathione^source=drugbank^keyspace=1	128
matrix metalloproteinase 3 (stromelysin 1, progelatinase)^ex_id=a disubstituted succinyl caprolactam hydroxymate mmp3inhibitor^source=drugbank^keyspace=1	4314
peroxisome proliferative activated receptor, alpha^ex_id=deoxy-bigchap^source=drugbank^keyspace=1	5465
hemoglobin, alpha 2^ex_id=primaquine^source=drugbank^keyspace=1	3040
adrenergic, alpha-1B-, receptor^ex_id=labetalol^source=drugbank^keyspace=1	147	148	153	154
phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)^ex_id=4-[3-(cyclopentyloxy)-4-methoxyphenyl]-2-pyrrolidinone^source=drugbank^keyspace=1	5142	5144
methylthioadenosine phosphorylase^ex_id=formycin^source=drugbank^keyspace=1	4507
calpain 1, (mu/I) large subunit^ex_id=cbz-leu-leu-tyr-ch2f^source=drugbank^keyspace=1	823
estrogen receptor 1^ex_id=toremifene^source=drugbank^keyspace=1	2099
beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)^ex_id=udp-glucuronic acid^source=drugbank^keyspace=1	26229
monoamine oxidase B^ex_id=rasagiline^source=drugbank^keyspace=1	4129	596
alcohol dehydrogenase IB (class I), beta polypeptide^ex_id=cyclohexanol^source=drugbank^keyspace=1	125
methionyl aminopeptidase 2^ex_id=(2s,3r)-3-amino-2-hydroxy-5-(ethylsulfanyl)pentanoyl-((s)-(-)-(1-naphthyl)ethyl)amide^source=drugbank^keyspace=1	10988
ferritin, heavy polypeptide 1^ex_id=iron dextran^source=drugbank^keyspace=1	2495	2512	3040	7018	85344
coagulation factor XIII, A1 polypeptide^ex_id=n-acetyl-serine^source=drugbank^keyspace=1	2162
mitogen-activated protein kinase 14^ex_id=n-[(3z)-5-tert-butyl-2-phenyl-1,2-dihydro-3h-pyrazol-3-ylidene]-n'-(4-chlorophenyl)urea^source=drugbank^keyspace=1	1432
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=halazepam^source=drugbank^keyspace=1	2554	706
chymotrypsinogen B1^ex_id=aprotinin^source=drugbank^keyspace=1	1504	3816	5340	5644
arginine vasopressin receptor 1A^ex_id=terlipressin^source=drugbank^keyspace=1	552	553	554
plasminogen activator, urokinase^ex_id=6-[(z)-amino(imino)methyl]-n-[4-(aminomethyl)phenyl]-4-(pyrimidin-2-ylamino)-2-naphthamide^source=drugbank^keyspace=1	5328
adrenergic, alpha-2A-, receptor^ex_id=mianserin^source=drugbank^keyspace=1	150	3269	3356	3358
mitogen-activated protein kinase 14^ex_id=inhibitor of p38 kinase^source=drugbank^keyspace=1	1432
glutathione reductase^ex_id=oxidized glutathione disulfide^source=drugbank^keyspace=1	2936	2946
alanine-glyoxylate aminotransferase (oxalosis I; hyperoxaluria I; glycolicaciduria; serine-pyruvate aminotransferase)^ex_id=n'-pyridoxyl-lysine-5'-monophosphate^source=drugbank^keyspace=1	189	883	89874
prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)^ex_id=mesalazine^source=drugbank^keyspace=1	5742	5743
adenosine deaminase^ex_id=dipyridamole^source=drugbank^keyspace=1	100	10846	5141	5243	8654
plasminogen activator, urokinase^ex_id=[2,4,6-triisopropyl-phenylsulfonyl-l-[3-amidino-phenylalanine]]-piperazine-n'-beta-alanine^source=drugbank^keyspace=1	5328
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=midazolam^source=drugbank^keyspace=1	2554	2555	2556	2557	2558	2559	2560	2561	2562
prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)^ex_id=oxaprozin^source=drugbank^keyspace=1	5743
phenylalanine hydroxylase^ex_id=7,8-dihydrobiopterin^source=drugbank^keyspace=1	5053
adrenergic, beta-1-, receptor^ex_id=pindolol^source=drugbank^keyspace=1	153	154	155	3350	3351
albumin^ex_id=pyridoxine^source=drugbank^keyspace=1	213	29968	501	57026	8566	875
albumin^ex_id=hyaluronidase^source=drugbank^keyspace=1	213	2588	3373	6677	7040	8692	960
peptidylprolyl isomerase A (cyclophilin A)-like 2^ex_id=bezafibrate^source=drugbank^keyspace=1	140913	3156	53354	5465
albumin^ex_id=nortriptyline^source=drugbank^keyspace=1	213	6530	6532
cholinergic receptor, muscarinic 1^ex_id=thiethylperazine^source=drugbank^keyspace=1	1128	1129	1131	1132	1133	1812	1813	1815	3269	3356	3358
colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)^ex_id=sargramostim^source=drugbank^keyspace=1	1438	1439	3563	6383	7837
topoisomerase (DNA) II alpha 170kDa^ex_id=teniposide^source=drugbank^keyspace=1	7153
integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)^ex_id=(s)-2-((s)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-n-methyl-3-naphtalen-2-yl-propionamide^source=drugbank^keyspace=1	3683
chymase 1, mast cell^ex_id=2-[3-({methyl[1-(2-naphthoyl)piperidin-4-yl]amino}carbonyl)-2-naphthyl]-1-(1-naphthyl)-2-oxoethylphosphonic acid^source=drugbank^keyspace=1	1215	1511
prostaglandin I2 (prostacyclin) receptor (IP)^ex_id=epoprostenol^source=drugbank^keyspace=1	5739	5743	64805
sulfatase modifying factor 2^ex_id=2-methyl-2,4-pentanediol^source=drugbank^keyspace=1	25870	4846	5228	5536	5770	5836	5909	6403	808	8399	8644
opioid receptor, mu 1^ex_id=alvimopan^source=drugbank^keyspace=1	4988
androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)^ex_id=nandrolone^source=drugbank^keyspace=1	367
cathepsin L^ex_id=cysteinesulfonic acid^source=drugbank^keyspace=1	1514	152007	5770	994
gamma-aminobutyric acid (GABA) A receptor, alpha 1^ex_id=butabarbital^source=drugbank^keyspace=1	2554
4-hydroxyphenylpyruvate dioxygenase^ex_id=nitisinone^source=drugbank^keyspace=1	3242
